peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_120850	7	0.020652553480448154	chr9	60594530	60595796	intron (NM_001311095, intron 14 of 15)	-49281.0	9230112J17Rik	Transitional_B
spleen_uPk_114653	7	0.020642225703758673	chr8	72266926	72267491	Intergenic	27190.0	Ap1m1	Transitional_B
spleen_uPk_47232	7	0.020612609636664222	chr16	4898629	4899510	intron (NM_029657, intron 1 of 16)	12969.0	Mgrn1	Transitional_B
spleen_uPk_30337	7	0.02059922763350211	chr12	117077585	117078270	intron (NM_011215, intron 12 of 22)	73342.0	Gm10421	Transitional_B
spleen_uPk_46049	7	0.020587436834485277	chr15	91633056	91633642	Intergenic	-39875.0	Lrrk2	Transitional_B
spleen_uPk_119153	7	0.020582513640796267	chr9	32612539	32613340	Intergenic	-71487.0	Fli1	Transitional_B
spleen_uPk_13438	7	0.020574349058669696	chr10	80604059	80604400	intron (NM_019575, intron 1 of 6)	1347.0	Scamp4	Transitional_B
spleen_uPk_45247	7	0.02056072371599878	chr15	80614467	80614856	intron (NM_001289442, intron 1 of 7)	-8822.0	Grap2	Transitional_B
spleen_uPk_105797	7	0.02055322515139296	chr7	28983084	28983481	intron (NM_008279, intron 2 of 31)	428.0	Map4k1	Transitional_B
spleen_uPk_33845	7	0.020552326853968714	chr13	59656071	59657066	intron (NM_027307, intron 4 of 10)	19216.0	Golm1	Transitional_B
spleen_uPk_22291	7	0.02055027902192607	chr11	97487687	97488221	intron (NM_021493, intron 15 of 18)	12386.0	4933428G20Rik	Transitional_B
spleen_uPk_113073	7	0.02054553520208913	chr8	26612133	26612510	Intergenic	212102.0	2310008N11Rik	Transitional_B
spleen_uPk_24056	7	0.020544001200566216	chr11	116418137	116419227	Intergenic	-5650.0	Rnf157	Transitional_B
spleen_uPk_62610	7	0.02054359320581109	chr19	17359290	17359865	intron (NM_010265, intron 1 of 2)	-2910.0	Gcnt1	Transitional_B
spleen_uPk_78314	7	0.020511855536219467	chr3	90155875	90156422	intron (NM_029937, intron 15 of 39)	52016.0	Nup210l	Transitional_B
spleen_uPk_99800	7	0.020507744716713853	chr6	68586801	68587104	Intergenic	740222.0	Rprl1	Transitional_B
spleen_uPk_45022	7	0.02049150764076134	chr15	78934733	78935504	intron (NM_133800, intron 1 of 5)	185.0	Nol12	Transitional_B
spleen_uPk_41535	7	0.02048968009684201	chr14	122064227	122064905	Intergenic	29892.0	Timm8a2	Transitional_B
spleen_uPk_42930	7	0.020489601764226963	chr15	37932049	37933094	intron (NM_199476, intron 6 of 8)	28484.0	Rrm2b	Transitional_B
spleen_uPk_9066	7	0.020482357813650744	chr1	192698917	192699665	intron (NM_144881, intron 7 of 11)	71928.0	Hhat	Transitional_B
spleen_uPk_63897	7	0.02048226105423995	chr19	41615642	41616355	intron (NM_015748, intron 26 of 36)	27347.0	Mir8091	Transitional_B
spleen_uPk_101135	7	0.02045379781855458	chr6	94601429	94601828	intron (NM_026255, intron 9 of 9)	4787.0	Mir7041	Transitional_B
spleen_uPk_64435	7	0.020422737124150867	chr19	47330583	47331243	intron (NM_001164717, intron 6 of 13)	-57324.0	Mir6995	Transitional_B
spleen_uPk_73370	7	0.02041612628034652	chr2	156857179	156858092	intron (NR_015591, intron 1 of 2)	5310.0	5430405H02Rik	Transitional_B
spleen_uPk_101419	7	0.0204135929731198	chr6	99340060	99340625	intron (NM_001347345, intron 2 of 19)	-73827.0	Foxp1	Transitional_B
spleen_uPk_98991	7	0.02040397081533114	chr6	50979835	50981131	Intergenic	204368.0	C530044C16Rik	Transitional_B
spleen_uPk_80192	7	0.020396518324881843	chr3	123356377	123356944	intron (NM_027135, intron 19 of 22)	29330.0	Mettl14	Transitional_B
spleen_uPk_80385	7	0.020371874226760237	chr3	129532852	129534500	intron (NM_130450, intron 2 of 4)	1290.0	Elovl6	Transitional_B
spleen_uPk_111858	7	0.02037011545789292	chr7	141578516	141579454	intron (NM_007459, intron 1 of 21)	16805.0	Ap2a2	Transitional_B
spleen_uPk_37405	7	0.0203626280687967	chr14	25325877	25326271	Intergenic	-133111.0	Zmiz1	Transitional_B
spleen_uPk_55617	7	0.020343807314750013	chr17	57353353	57353641	Intergenic	-5189.0	Adgre1	Transitional_B
spleen_uPk_47456	7	0.020329197533165682	chr16	10806027	10806631	Intergenic	-9506.0	Prm1	Transitional_B
spleen_uPk_99889	7	0.020327837097941837	chr6	69764083	69764648	Intergenic	-437191.0	Rprl1	Transitional_B
spleen_uPk_79016	7	0.02031977083671163	chr3	101228615	101229239	Intergenic	59012.0	Cd2	Transitional_B
spleen_uPk_34386	7	0.02031412324706443	chr13	75992245	75993310	intron (NM_029343, intron 3 of 4)	25038.0	Spata9	Transitional_B
spleen_uPk_33190	7	0.020308569295101535	chr13	51071248	51072353	Intergenic	28927.0	9430083A17Rik	Transitional_B
spleen_uPk_33499	7	0.02029782233525421	chr13	54302593	54304016	Intergenic	-68045.0	Cplx2	Transitional_B
spleen_uPk_14448	7	0.020256380022672937	chr10	94426105	94426881	Intergenic	-88364.0	Tmcc3	Transitional_B
spleen_uPk_83034	7	0.020254457719005314	chr4	40875528	40876342	Intergenic	-21398.0	B4galt1	Transitional_B
spleen_uPk_123908	7	0.020220660881932796	chr9	114389790	114391007	exon (NM_019922, exon 1 of 7)	314.0	Crtap	Transitional_B
spleen_uPk_44200	7	0.020210071231623494	chr15	66824635	66826412	intron (NM_009192, intron 1 of 8)	6306.0	Sla	Transitional_B
spleen_uPk_54182	7	0.02016452952706935	chr17	34952014	34953268	promoter-TSS (NR_015536)	-170.0	1110038B12Rik	Transitional_B
spleen_uPk_62781	7	0.020155504269737456	chr19	23152274	23152533	intron (NM_010638, intron 1 of 1)	2972.0	Mir1192	Transitional_B
spleen_uPk_65741	7	0.02012943747983954	chr2	12318705	12319194	Intergenic	-17005.0	Itga8	Transitional_B
spleen_uPk_123843	7	0.020125623874275075	chr9	112207708	112208254	intron (NM_001177619, intron 1 of 10)	9280.0	Arpp21	Transitional_B
spleen_uPk_110763	7	0.020104342493713144	chr7	125920462	125921379	intron (NM_001101488, intron 4 of 6)	161491.0	Gsg1l	Transitional_B
spleen_uPk_28867	7	0.020103956604988163	chr12	99964057	99965374	5' UTR (NM_001164426, exon 1 of 3)	216.0	Kcnk13	Transitional_B
spleen_uPk_90673	7	0.020099433652143457	chr5	35033076	35033473	3' UTR (NM_001163512, exon 14 of 14)	-8235.0	Hgfac	Transitional_B
spleen_uPk_73066	7	0.02009878582584032	chr2	153512016	153512392	intron (NM_001134300, intron 1 of 10)	17767.0	Nol4l	Transitional_B
spleen_uPk_48015	7	0.02008934828778303	chr16	19050963	19051300	Intergenic	174381.0	Hira	Transitional_B
spleen_uPk_19296	7	0.020087241591980116	chr11	57872951	57873371	Intergenic	-41014.0	Hand1	Transitional_B
spleen_uPk_31473	7	0.0200782162653244	chr13	24401673	24402382	intron (NM_001284519, intron 3 of 17)	-13095.0	Cmah	Transitional_B
spleen_uPk_8780	7	0.020050810028591052	chr1	188999655	189000788	intron (NM_172650, intron 4 of 17)	7619.0	Kctd3	Transitional_B
spleen_uPk_75382	7	0.02005022557460706	chr3	10012185	10013409	intron (NM_001272098, intron 1 of 2)	212.0	Fabp5	Transitional_B
spleen_uPk_20140	7	0.02004185725020298	chr11	69774430	69775440	intron (NM_029348, intron 1 of 3)	9023.0	Zbtb4	Transitional_B
spleen_uPk_104324	7	0.02002921622833702	chr6	145883500	145884073	Intergenic	-18366.0	Bhlhe41	Transitional_B
spleen_uPk_122923	7	0.020026615725689492	chr9	96838637	96839408	intron (NM_001289646, intron 5 of 6)	50452.0	Pxylp1	Transitional_B
spleen_uPk_63540	7	0.02001067059836712	chr19	36347997	36349740	Intergenic	-30199.0	Pcgf5	Transitional_B
spleen_uPk_196	7	0.019995880957850633	chr1	13002130	13002471	Intergenic	-11165.0	Slco5a1	Transitional_B
spleen_uPk_94094	7	0.019923792042167626	chr5	114099868	114100958	promoter-TSS (NM_001033202)	80.0	Usp30	Transitional_B
spleen_uPk_70950	7	0.019919487539477292	chr2	117438406	117439414	Intergenic	-96033.0	Rasgrp1	Transitional_B
spleen_uPk_64114	7	0.01991055869532098	chr19	44373018	44373319	Intergenic	34541.0	Scd1	Transitional_B
spleen_uPk_13429	7	0.01990525421155152	chr10	80569714	80570136	intron (NM_078477, intron 1 of 1)	7371.0	Klf16	Transitional_B
spleen_uPk_114742	7	0.019896750159826865	chr8	73352955	73354009	promoter-TSS (NM_010687)	58.0	Large1	Transitional_B
spleen_uPk_8736	7	0.01988628872754826	chr1	186748812	186750014	promoter-TSS (NM_026041)	-55.0	Rrp15	Transitional_B
spleen_uPk_53224	7	0.0198763003778179	chr17	27554953	27555352	Intergenic	-1422.0	Hmga1	Transitional_B
spleen_uPk_14025	7	0.019875042328763477	chr10	86636868	86637522	Intergenic	-48332.0	1810014B01Rik	Transitional_B
spleen_uPk_94133	7	0.019864201672651058	chr5	114596552	114597611	intron (NM_001004180, intron 2 of 2)	28830.0	Fam222a	Transitional_B
spleen_uPk_21424	7	0.019842090890233317	chr11	84354372	84354733	intron (NM_133360, intron 43 of 53)	158949.0	Aatf	Transitional_B
spleen_uPk_56657	7	0.01982487490614483	chr17	80577091	80577891	Intergenic	-13657.0	Cdkl4	Transitional_B
spleen_uPk_90301	7	0.0198211983746758	chr5	30587969	30588534	promoter-TSS (NM_010608)	81.0	Kcnk3	Transitional_B
spleen_uPk_39959	7	0.01981493369438201	chr14	70882807	70883230	Intergenic	-7089.0	Gfra2	Transitional_B
spleen_uPk_2551	7	0.019806949801083225	chr1	66387094	66387562	intron (NM_001310634, intron 4 of 14)	65604.0	Map2	Transitional_B
spleen_uPk_56934	7	0.019793722670105134	chr17	84161136	84161819	Intergenic	26470.0	Zfp36l2	Transitional_B
spleen_uPk_17977	7	0.019784212620604168	chr11	33147178	33148732	promoter-TSS (NM_008005)	-555.0	Fgf18	Transitional_B
spleen_uPk_97814	7	0.019767801618873204	chr6	30226947	30227677	intron (NM_001169576, intron 3 of 4)	16491.0	Ube2h	Transitional_B
spleen_uPk_111375	7	0.019724677106367116	chr7	132729116	132729815	intron (NM_001347630, intron 3 of 3)	47451.0	Fam53b	Transitional_B
spleen_uPk_19915	7	0.019721472311232228	chr11	67588457	67589336	intron (NM_001109657, intron 1 of 13)	2396.0	Gas7	Transitional_B
spleen_uPk_29751	7	0.01967458808524761	chr12	110991495	110992663	Intergenic	-2319.0	6030440G07Rik	Transitional_B
spleen_uPk_31672	7	0.01966377787330393	chr13	28958227	28959108	Intergenic	-4985.0	Sox4	Transitional_B
spleen_uPk_34999	7	0.019644155562808407	chr13	93920261	93920851	intron (NM_009712, intron 6 of 7)	129779.0	Mir5624	Transitional_B
spleen_uPk_44464	7	0.019639986314904986	chr15	73486100	73486605	Intergenic	-26208.0	Dennd3	Transitional_B
spleen_uPk_24355	7	0.019635409360265938	chr11	118354813	118355742	5' UTR (NM_011594, exon 1 of 5)	134.0	Timp2	Transitional_B
spleen_uPk_39963	7	0.01957167534626306	chr14	70893838	70894472	intron (NM_001302095, intron 1 of 6)	4048.0	Gfra2	Transitional_B
spleen_uPk_12075	7	0.01956618345055526	chr10	60161265	60161785	Intergenic	34749.0	Mir6906	Transitional_B
spleen_uPk_85445	7	0.019525454049270554	chr4	102507863	102508064	intron (NM_019840, intron 5 of 14)	-62097.0	Pde4b	Transitional_B
spleen_uPk_59417	7	0.01951925311169948	chr18	54981158	54981617	intron (NM_175751, intron 2 of 9)	8793.0	Zfp608	Transitional_B
spleen_uPk_76807	7	0.019507369296359812	chr3	58501896	58502783	Intergenic	-23482.0	Eif2a	Transitional_B
spleen_uPk_48016	7	0.019483587388631984	chr16	19052437	19053722	Intergenic	176329.0	Hira	Transitional_B
spleen_uPk_51089	7	0.019483463497733604	chr16	91416651	91417394	intron (NM_008349, intron 4 of 6)	10787.0	Il10rb	Transitional_B
spleen_uPk_127655	7	0.01947435890486056	chrX	167091800	167092380	Intergenic	-21720.0	Gm8817	Transitional_B
spleen_uPk_28930	7	0.019451487991004726	chr12	100379819	100380244	intron (NM_001033213, intron 13 of 19)	103422.0	Gm10432	Transitional_B
spleen_uPk_83529	7	0.01945128776230533	chr4	46775712	46776578	intron (NM_001081141, intron 7 of 18)	-125946.0	Tbc1d2	Transitional_B
spleen_uPk_115778	7	0.019444972324789637	chr8	94378720	94379461	Intergenic	-7410.0	Herpud1	Transitional_B
spleen_uPk_85295	7	0.019343690528354728	chr4	99354259	99354988	Intergenic	160476.0	Atg4c	Transitional_B
spleen_uPk_37309	7	0.019336873953738194	chr14	21659670	21660009	intron (NM_017479, intron 12 of 16)	54737.0	Dupd1	Transitional_B
spleen_uPk_89058	7	0.019324264209649524	chr4	151962464	151963224	intron (NM_172704, intron 4 of 15)	26142.0	Thap3	Transitional_B
spleen_uPk_86356	7	0.019321286725315134	chr4	119976444	119977442	intron (NM_010657, intron 1 of 8)	162265.0	Hivep3	Transitional_B
spleen_uPk_44550	7	0.019319955353561607	chr15	74749137	74749902	3' UTR (NM_011838, exon 4 of 4)	-2832.0	Slurp2	Transitional_B
spleen_uPk_37793	7	0.019258199328031415	chr14	31215317	31216187	Intergenic	-2121.0	Sema3g	Transitional_B
spleen_uPk_31995	7	0.019246921139784583	chr13	34051461	34052179	intron (NM_026512, intron 4 of 6)	14179.0	Bphl	Transitional_B
spleen_uPk_110953	7	0.019227408422010435	chr7	127104038	127105104	Intergenic	13135.0	AI467606	Transitional_B
spleen_uPk_18347	7	0.01922356357271036	chr11	45441270	45442396	Intergenic	-324905.0	Gm12159	Transitional_B
spleen_uPk_97824	7	0.019213034053647212	chr6	30286418	30287087	intron (NM_001169576, intron 1 of 4)	17787.0	Ube2h	Transitional_B
spleen_uPk_14309	7	0.0192129488681784	chr10	93274165	93275058	intron (NM_013508, intron 2 of 4)	36548.0	Elk3	Transitional_B
spleen_uPk_114657	7	0.019212712676013922	chr8	72273789	72274265	Intergenic	34009.0	Ap1m1	Transitional_B
spleen_uPk_1273	7	0.019211972054866605	chr1	40002091	40002626	intron (NM_001252202, intron 16 of 29)	-82410.0	Il1r2	Transitional_B
spleen_uPk_71146	7	0.019211109000310596	chr2	119325005	119325261	promoter-TSS (NM_019454)	-651.0	Dll4	Transitional_B
spleen_uPk_32643	7	0.019201235306103227	chr13	43365117	43366207	Intergenic	-5054.0	Sirt5	Transitional_B
spleen_uPk_50937	7	0.019194714811118355	chr16	89773861	89774666	Intergenic	44089.0	Tiam1	Transitional_B
spleen_uPk_115999	7	0.019187938496226964	chr8	104218896	104219733	TTS (NM_001141925)	29244.0	Tk2	Transitional_B
spleen_uPk_51414	7	0.019184260434443042	chr16	94246956	94247300	intron (NM_139145, intron 4 of 9)	40728.0	Hlcs	Transitional_B
spleen_uPk_83937	7	0.019180680894145163	chr4	55823534	55824896	Intergenic	-291740.0	Klf4	Transitional_B
spleen_uPk_17657	7	0.019176935621543316	chr11	26209886	26210873	intron (NR_027973, intron 1 of 5)	197.0	5730522E02Rik	Transitional_B
spleen_uPk_105974	7	0.01917509524758669	chr7	30742330	30743026	intron (NM_001290631, intron 1 of 10)	1003.0	Gapdhs	Transitional_B
spleen_uPk_29636	7	0.01916428509641295	chr12	109074025	109075361	Intergenic	-6476.0	Begain	Transitional_B
spleen_uPk_61901	7	0.019150065758174812	chr19	7267636	7269057	promoter-TSS (NM_001320554)	67.0	Rcor2	Transitional_B
spleen_uPk_93174	7	0.019143527531817955	chr5	101764707	101765586	promoter-TSS (NM_173370)	16.0	Cds1	Transitional_B
spleen_uPk_33641	7	0.019142917052871373	chr13	55529177	55529775	promoter-TSS (NM_013739)	-938.0	Dok3	Transitional_B
spleen_uPk_16740	7	0.01911097226695613	chr11	5829381	5830442	exon (NM_017401, exon 8 of 11)	8105.0	Polm	Transitional_B
spleen_uPk_57944	7	0.019105885369022725	chr18	13971069	13971618	intron (NM_145492, intron 2 of 7)	1390.0	Zfp521	Transitional_B
spleen_uPk_30346	7	0.01910574091589291	chr12	117318086	117318702	intron (NR_044987, intron 1 of 2)	18618.0	Gm5441	Transitional_B
spleen_uPk_96325	7	0.019064836334378298	chr5	142816792	142817457	intron (NM_178242, intron 1 of 15)	263.0	Tnrc18	Transitional_B
spleen_uPk_54745	7	0.019063428177135345	chr17	45584069	45584538	TTS (NM_001199116)	8090.0	Slc29a1	Transitional_B
spleen_uPk_83251	7	0.01904059315169182	chr4	44113359	44114213	Intergenic	-8107.0	Gm12504	Transitional_B
spleen_uPk_105456	7	0.01902679342271649	chr7	25106603	25107485	intron (NM_001163554, intron 5 of 14)	-9869.0	Mir6537	Transitional_B
spleen_uPk_57144	7	0.019021731734419713	chr17	86527101	86527753	intron (NM_011104, intron 10 of 14)	-226437.0	Epas1	Transitional_B
spleen_uPk_34866	7	0.018989978270413096	chr13	92320614	92321231	intron (NM_001311120, intron 8 of 23)	-33861.0	Dhfr	Transitional_B
spleen_uPk_93433	7	0.018982677782156798	chr5	105648570	105649231	Intergenic	-51069.0	Lrrc8d	Transitional_B
spleen_uPk_34919	7	0.018956234301327545	chr13	92928302	92928598	Intergenic	83663.0	Mtx3	Transitional_B
spleen_uPk_53466	7	0.01895192420673747	chr17	29178672	29179079	intron (NM_153166, intron 10 of 20)	43819.0	Rab44	Transitional_B
spleen_uPk_117379	7	0.018947231368375898	chr8	122345096	122345662	Intergenic	15367.0	Trhr2	Transitional_B
spleen_uPk_83226	7	0.018945862341944043	chr4	43957223	43958455	intron (NM_027450, intron 1 of 4)	137.0	Glipr2	Transitional_B
spleen_uPk_99865	7	0.018933089871824075	chr6	69517786	69518311	Intergenic	-190874.0	Rprl1	Transitional_B
spleen_uPk_61236	7	0.01893198730790398	chr18	84088708	84089094	intron (NM_146090, intron 1 of 1)	743.0	Zadh2	Transitional_B
spleen_uPk_26292	7	0.018908446951916402	chr12	38863393	38864842	intron (NM_001347379, intron 11 of 11)	80406.0	Etv1	Transitional_B
spleen_uPk_103856	7	0.01889672847009569	chr6	137617750	137618298	intron (NM_007945, intron 1 of 21)	31261.0	Eps8	Transitional_B
spleen_uPk_12327	7	0.018895945768101958	chr10	62553468	62554293	Intergenic	24577.0	Kif1bp	Transitional_B
spleen_uPk_95774	7	0.018865134136723274	chr5	136583717	136584362	Intergenic	-16549.0	Cux1	Transitional_B
spleen_uPk_32719	7	0.01885736568939772	chr13	44027463	44027856	Intergenic	-93508.0	Gm5083	Transitional_B
spleen_uPk_99805	7	0.018840574942861454	chr6	68680064	68681133	Intergenic	646576.0	Rprl1	Transitional_B
spleen_uPk_110936	7	0.01883348630196094	chr7	127025826	127026067	exon (NM_010772, exon 2 of 5)	533.0	Maz	Transitional_B
spleen_uPk_39225	7	0.01882997039454045	chr14	61684955	61685323	Intergenic	-2766.0	Dleu2	Transitional_B
spleen_uPk_43637	7	0.018829601606402648	chr15	59039857	59040287	intron (NM_001146180, intron 3 of 13)	41954.0	Mtss1	Transitional_B
spleen_uPk_15653	7	0.018828436751933054	chr10	118476901	118477826	Intergenic	36317.0	Ifng	Transitional_B
spleen_uPk_7955	7	0.018823910583469772	chr1	176732504	176733448	TTS (NM_001099637)	39447.0	Mir350	Transitional_B
spleen_uPk_55614	7	0.018822508266917767	chr17	57344010	57344669	Intergenic	-14347.0	Adgre1	Transitional_B
spleen_uPk_25228	7	0.018801426805590805	chr12	16135902	16136763	Intergenic	-319547.0	Trib2	Transitional_B
spleen_uPk_48983	7	0.018788025176471938	chr16	32522253	32522560	Intergenic	26125.0	Zdhhc19	Transitional_B
spleen_uPk_28915	7	0.01877669004556848	chr12	100317787	100318366	intron (NM_001033213, intron 19 of 19)	41467.0	Gm10432	Transitional_B
spleen_uPk_90777	7	0.018776056645552062	chr5	36397555	36398370	exon (NM_030889, exon 1 of 27)	177.0	Sorcs2	Transitional_B
spleen_uPk_63797	7	0.018750689016431923	chr19	40821306	40822005	Intergenic	-9624.0	Ccnj	Transitional_B
spleen_uPk_55616	7	0.018749909324283758	chr17	57348855	57349654	Intergenic	-9432.0	Adgre1	Transitional_B
spleen_uPk_12338	7	0.01874877967852891	chr10	62725676	62726411	promoter-TSS (NM_001033260)	56.0	Stox1	Transitional_B
spleen_uPk_96034	7	0.018745745162987056	chr5	139448984	139450302	intron (NM_028469, intron 2 of 4)	10891.0	3110082I17Rik	Transitional_B
spleen_uPk_33258	7	0.018741021902009606	chr13	51753948	51754500	intron (NM_001281880, intron 2 of 16)	39523.0	Sema4d	Transitional_B
spleen_uPk_61884	7	0.018736261075494056	chr19	7117732	7118506	intron (NM_134147, intron 3 of 10)	-12390.0	Flrt1	Transitional_B
spleen_uPk_36959	7	0.018712244897308414	chr14	16009255	16010553	Intergenic	-239410.0	Ngly1	Transitional_B
spleen_uPk_101046	7	0.018711659657607887	chr6	91616968	91618087	Intergenic	-66540.0	Slc6a6	Transitional_B
spleen_uPk_62538	7	0.01869329923608198	chr19	16373006	16373684	intron (NM_008139, intron 5 of 6)	-58341.0	Mir496b	Transitional_B
spleen_uPk_36625	7	0.01866858812065177	chr13	119916283	119917688	Intergenic	-3517.0	Gm21761	Transitional_B
spleen_uPk_66244	7	0.018666963637151514	chr2	22957320	22957959	intron (NM_001331043, intron 6 of 10)	62117.0	Pdss1	Transitional_B
spleen_uPk_17075	7	0.01866495442129305	chr11	16561819	16562217	Intergenic	-53534.0	Sec61g	Transitional_B
spleen_uPk_25729	7	0.018664280865821684	chr12	29290865	29291474	Intergenic	-237215.0	Myt1l	Transitional_B
spleen_uPk_103867	7	0.01866184315868195	chr6	137754281	137754958	promoter-TSS (NM_172733)	42.0	Dera	Transitional_B
spleen_uPk_6731	7	0.018660821141892797	chr1	160024285	160025527	Intergenic	-19474.0	4930523C07Rik	Transitional_B
spleen_uPk_53462	7	0.018657862631818713	chr17	29165558	29165853	intron (NM_153166, intron 14 of 20)	30649.0	Rab44	Transitional_B
spleen_uPk_34871	7	0.018637474399475405	chr13	92350769	92351072	intron (NM_001311120, intron 3 of 23)	-3863.0	Dhfr	Transitional_B
spleen_uPk_17840	7	0.018620451908811377	chr11	31814286	31815211	intron (NR_102312, intron 1 of 4)	9799.0	D630024D03Rik	Transitional_B
spleen_uPk_72269	7	0.018619714968254247	chr2	135658420	135660109	Intergenic	-76044.0	9630028H03Rik	Transitional_B
